Year,Month,Day,Country,Province,Region,city,latitude,longitude,AttackType,Killed,Wounded,Target,Group,Target_type,Weapon_type,Casualties,Date
1992,6,30,Pakistan,Balochistan,South Asia,Unknown,28.312161,65.663892,Armed Assault,7,25,group,Tribal Group,Private Citizens & Property,Firearms,32,
1992,7,3,Pakistan,Sindh,South Asia,Unknown,26.172116,68.835918,Armed Assault,4,0,Unit,Unknown,Military,Firearms,4,1992-03-07
1992,8,23,Pakistan,Gilgit-Baltistan,South Asia,Gilgit,35.918091,74.289803,Armed Assault,7,21,Sunni Moslem group,Unknown,Private Citizens & Property,Firearms,28,
1992,8,24,Pakistan,Gilgit-Baltistan,South Asia,Gilgit,35.918091,74.289803,Assassination,1,1,Shia Activists on Motorcycle,Sunni Muslim extremists,Private Citizens & Property,Firearms,2,
1992,12,7,Pakistan,Sindh,South Asia,Sukkur,27.706604,68.848197,Unknown,0,0,Hindu-owned shop,Unknown,Business,Unknown,0,1992-07-12
1992,12,8,Pakistan,Balochistan,South Asia,Loralai,30.445122,69.094176,Facility/Infrastructure Attack,6,0,Hindu Temple,Muslim Militants,Religious Figures/Institutions,Melee,6,1992-08-12
1994,1,21,Pakistan,Punjab,South Asia,Multan,30.197843,71.467629,Armed Assault,7,20,Shi'ite Mosque,Unknown,Religious Figures/Institutions,Explosives,27,
1994,2,20,Pakistan,North-West Frontier Province,South Asia,Peshawar,34.006004,71.53743,Hijacking,3,0,"School Bus, Peshawar Model School",Afghan Guerrillas,Educational Institution,Explosives,3,
1994,3,11,Pakistan,Punjab,South Asia,Faisalabad,31.408822,73.083021,Armed Assault,1,8,Prayer Congregation,Unknown,Religious Figures/Institutions,Firearms,9,1994-11-03
1994,4,22,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,0,22,Sunni Moslem Mosque,Unknown,Religious Figures/Institutions,Explosives,22,
1994,5,16,Pakistan,North-West Frontier Province,South Asia,Buner district,34.396497,72.615832,Armed Assault,8,5,Unit *,Tribal Group,Police,Firearms,13,
1994,5,31,Pakistan,Punjab,South Asia,Sialkot,32.493537,74.530343,Armed Assault,7,0,Van,Unknown,Police,Firearms,7,
1994,7,7,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Armed Assault,1,10,Shi'ite Student Rally,Sunni Muslim extremists,Private Citizens & Property,Firearms,11,1994-07-07
1994,7,12,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,2,26,Mosque,Unknown,Religious Figures/Institutions,Explosives,28,1994-12-07
1994,8,22,Pakistan,Punjab,South Asia,Multan,30.197843,71.467629,Armed Assault,2,8,Campus Residents,Unknown,Educational Institution,Firearms,10,
1994,9,22,Pakistan,North-West Frontier Province,South Asia,Mardan,34.416681,71.92459,Unknown,5,5,Police,Unknown,Police,Unknown,10,
1994,10,11,Pakistan,North-West Frontier Province,South Asia,Charsadda,34.14658,71.743538,Armed Assault,2,3,Bus,Opposition Militants,Transportation,Firearms,5,1994-11-10
1994,10,18,Pakistan,Punjab,South Asia,Multan,30.197843,71.467629,Bombing/Explosion,2,10,Horse drawn Tonga carrying Muslim pilgrims,Unknown,Private Citizens & Property,Explosives,12,
1994,11,3,Pakistan,North-West Frontier Province,South Asia,Mingora,34.774479,72.364052,Bombing/Explosion,25,45,Town & airport,Islamist extremists,Private Citizens & Property,Firearms,70,1994-03-11
1994,11,25,Pakistan,Punjab,South Asia,Jhang,31.276847,72.32133,Armed Assault,7,14,shi ite tehrike jatrin pakistan members,Unknown,Terrorists/Non-State Militia,Firearms,21,
1994,11,25,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Unknown,0,10,Sunni Muslim Group,Shia Muslim extremists,Religious Figures/Institutions,Unknown,10,
1995,1,2,Pakistan,Punjab,South Asia,Unknown,31.090612,72.35952,Bombing/Explosion,2,13,bus travelling between Gujranwaca fiscal abad,Unknown,Transportation,Explosives,15,1995-02-01
1995,2,15,Pakistan,Balochistan,South Asia,Barkhan,29.897578,69.524224,Armed Assault,6,5,residents,Tribal Group,Private Citizens & Property,Firearms,11,
1995,3,5,Pakistan,Punjab,South Asia,Jhang,31.276847,72.32133,Armed Assault,7,8,Funeral party,Sipah-e-Sahaba/Pakistan (SSP),Private Citizens & Property,Firearms,15,1995-05-03
1995,3,17,Pakistan,Azad Kashmir,South Asia,Muzaffarabad,34.35946,73.468877,Bombing/Explosion,7,1,Residence,Unknown,Private Citizens & Property,Explosives,8,
1995,4,9,Pakistan,North-West Frontier Province,South Asia,Shabqadar,34.217285,71.561043,Unarmed Assault,1,1,Activists,Muslim Militants,Private Citizens & Property,Melee,2,1995-09-04
1995,5,4,Pakistan,Sindh,South Asia,Kashmore,28.432072,69.58089,Hostage Taking (Kidnapping),0,0,Gas Field Workers,Mazari Tribesmen,Business,Unknown,0,1995-04-05
1995,5,19,Pakistan,Balochistan,South Asia,Bolan District,29.10636,67.687177,Bombing/Explosion,8,11,Tribesmen,Tribal Group,Private Citizens & Property,Explosives,19,
1995,6,7,Pakistan,Balochistan,South Asia,Mach,29.855375,67.339928,Armed Assault,0,9,Sunni religious mourning procession,Shia Muslim extremists,Private Citizens & Property,Firearms,9,1995-07-06
1995,6,8,Pakistan,Balochistan,South Asia,Mach,29.855375,67.339928,Unknown,0,3,Sunni/ Shiite clash,Unknown,Private Citizens & Property,Unknown,3,1995-08-06
1995,7,3,Pakistan,Balochistan,South Asia,Loti,28.959845,69.390121,Hostage Taking (Kidnapping),0,0,Two engineers and driver,Tribal Group,Business,Firearms,0,1995-03-07
1995,8,5,Pakistan,Sindh,South Asia,Korangi,24.891115,67.143311,Assassination,2,0,Unk,Unknown,Unknown,Firearms,2,1995-05-08
1995,9,27,Pakistan,Sindh,South Asia,Sukkur,27.706604,68.848197,Unknown,7,2,Police Bus,Unknown,Police,Unknown,9,
1995,10,27,Pakistan,Punjab,South Asia,Okara,30.807929,73.450466,Bombing/Explosion,2,0,Movie Theater,Unknown,Business,Explosives,2,
1995,11,19,Pakistan,Islamabad Capital Territory,South Asia,Islamabad,33.671638,73.056068,Bombing/Explosion,16,60,Egyptian Embassy,Egyptian Islamic Jihad (Al-Jihad),Government (Diplomatic),Explosives,76,
1995,11,20,Pakistan,Balochistan,South Asia,Unknown,28.312161,65.663892,Armed Assault,2,4,Frontier Guard Roadblock,Kalpar Tribesmen,Police,Firearms,6,
1995,11,22,Pakistan,Balochistan,South Asia,Turbat,25.999413,63.047451,Assassination,3,0,Excise and Taxation Minister Prov. Election Commissioner and Bodyguard,Unknown,Government (General),Firearms,3,
1995,11,26,Pakistan,Punjab,South Asia,Sialkot,32.493537,74.530343,Bombing/Explosion,3,9,Minibus,Unknown,Transportation,Explosives,12,
1995,12,1,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,3,20,bus,Unknown,Transportation,Explosives,23,1995-01-12
1995,12,21,Pakistan,North-West Frontier Province,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,42,100,street outside departement store,Afghans,Business,Explosives,142,
1995,12,21,Pakistan,Punjab,South Asia,Faisalabad,31.408822,73.083021,Bombing/Explosion,2,3,bus,Unknown,Transportation,Explosives,5,
1996,2,3,Pakistan,Federally Administered Tribal Areas,South Asia,Landi Kotal,34.110325,71.163803,Assassination,7,7,Inayat Khan Monji,Rival Afghan Group,Government (General),Firearms,14,1996-03-02
1996,3,29,Pakistan,Punjab,South Asia,Gujranwala,32.156489,74.187658,Bombing/Explosion,0,12,U/I Railway Booking office,Unknown,Business,Explosives,12,
1996,3,29,Pakistan,Punjab,South Asia,Gujranwala,32.156489,74.187658,Bombing/Explosion,0,2,Fruit vendors cart in market,Unknown,Business,Explosives,2,
1996,4,14,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,6,30,Hospital,Unknown,Business,Explosives,36,
1996,5,26,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,1,2,General post office,Unknown,Government (General),Explosives,3,
1996,5,26,Pakistan,North-West Frontier Province,South Asia,Dera Ismail Khan,31.834328,70.90905,Armed Assault,4,12,Procession,Unknown,Religious Figures/Institutions,Firearms,16,
1996,6,10,Pakistan,Punjab,South Asia,Gujranwala,32.156489,74.187658,Bombing/Explosion,3,36,Commuter bus,Unknown,Transportation,Explosives,39,1996-10-06
1996,7,2,Pakistan,North-West Frontier Province,South Asia,Bara,33.915234,71.458679,Hostage Taking (Kidnapping),1,0,Income tax comissioner Younis Abid,Afridi Tribe,Government (General),Unknown,1,1996-02-07
1996,7,8,Pakistan,Punjab,South Asia,Faisalabad,31.408822,73.083021,Bombing/Explosion,3,14,Railway station,Unknown,Transportation,Explosives,17,1996-08-07
1996,7,22,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,4,68,Airport Departure lounge,Unknown,Airports & Aircraft,Explosives,72,
1996,7,22,Pakistan,Punjab,South Asia,Sargodha,32.082884,72.671445,Bombing/Explosion,0,8,Cloth Shop,Unknown,Business,Explosives,8,
1996,7,29,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Armed Assault,10,20,Political activists,Political Activists,Private Citizens & Property,Firearms,30,
1996,8,5,Pakistan,Punjab,South Asia,Sargodha,32.082884,72.671445,Assassination,1,1,Administrative Div. Commissioner syed Tajammal Abbas,Unknown,Government (General),Firearms,2,1996-05-08
1996,9,10,Pakistan,Federally Administered Tribal Areas,South Asia,Parachinar,33.897995,70.107536,Bombing/Explosion,97,89,Sunni Muslim Militants,Shia Muslim extremists,Private Citizens & Property,Firearms,186,1996-10-09
1996,9,14,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Armed Assault,0,7,U/I Police Element,Sipah-I-Mohammed,Police,Firearms,7,
1996,9,22,Pakistan,Punjab,South Asia,Multan,30.197843,71.467629,Armed Assault,21,33,Worshipers,Shia Muslim extremists,Religious Figures/Institutions,Firearms,54,
1996,9,22,Pakistan,Punjab,South Asia,Bahawalpur,29.395681,71.676924,Assassination,1,0,Local leader Qamar Haider,Sunni Muslim extremists,Private Citizens & Property,Firearms,1,
1996,10,3,Pakistan,Sindh,South Asia,Khairpur,27.528896,68.759819,Armed Assault,10,0,Customers in Tea shop,Ujjan Tribe,Business,Firearms,10,1996-03-10
1996,10,30,Pakistan,Punjab,South Asia,Bahawalpur,29.395967,71.678205,Assassination,1,2,Policemen,Unknown,Police,Firearms,3,
1996,11,7,Pakistan,Sindh,South Asia,Nawabshah,26.241957,68.399292,Bombing/Explosion,0,1,Office of Dep. Commissioner,Unknown,Government (General),Explosives,1,1996-07-11
1996,12,14,Pakistan,Punjab,South Asia,Multan,30.197843,71.467629,Assassination,1,2,local leaders,Unknown,Terrorists/Non-State Militia,Firearms,3,
1997,1,13,Pakistan,Punjab,South Asia,Multan,30.197843,71.467629,Assassination,1,1,Qurban Ali Shah,Unknown,Government (General),Firearms,2,
1997,1,18,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Assassination,26,90,Chief: Zia-ur-Rahmin Faruqi,Unknown,Violent Political Party,Explosives,116,
1997,2,3,Pakistan,Punjab,South Asia,Gujranwala,32.154378,74.184225,Armed Assault,5,0,activists,Pakistan Muslim League (PML),Private Citizens & Property,Firearms,5,1997-03-02
1997,2,20,Pakistan,Punjab,South Asia,Multan,30.197843,71.467629,Armed Assault,7,1,cultural center,Sipah-e-Sahaba/Pakistan (SSP),Government (Diplomatic),Firearms,8,
1997,2,27,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,3,17,van,Unknown,Private Citizens & Property,Explosives,20,
1997,3,6,Pakistan,Punjab,South Asia,Gujrat,32.572323,74.076622,Armed Assault,0,1,Former Member of Parliament (MP): Ghazanfar Gul,Unknown,Violent Political Party,Firearms,1,1997-06-03
1997,3,14,Pakistan,Punjab,South Asia,Okara,30.807929,73.450466,Assassination,1,0,Ejaz Imam Rizvi,Unknown,Government (General),Firearms,1,
1997,3,17,Pakistan,Punjab,South Asia,Khanewal,30.292088,71.931244,Assassination,0,1,activist Mir Zahirul Hasan,Unknown,Private Citizens & Property,Firearms,1,
1997,3,18,Pakistan,Sindh,South Asia,Larkana,27.560076,68.215714,Armed Assault,7,0,police vehicle,Unknown,Police,Firearms,7,
1997,3,18,Pakistan,Punjab,South Asia,Faisalabad,31.408822,73.083021,Armed Assault,3,1,Mosque,Unknown,Religious Figures/Institutions,Firearms,4,
1997,4,9,Pakistan,Punjab,South Asia,Gujranwala,32.156489,74.187658,Bombing/Explosion,0,19,shoe store,Unknown,Business,Explosives,19,1997-09-04
1997,6,12,Pakistan,Punjab,South Asia,Faisalabad,31.408822,73.083021,Armed Assault,1,0,Activist,Unknown,Private Citizens & Property,Firearms,1,1997-12-06
1997,6,30,Pakistan,Punjab,South Asia,Sialkot,32.493537,74.530343,Bombing/Explosion,8,21,Bus,Unknown,Transportation,Explosives,29,
1997,6,30,Pakistan,Punjab,South Asia,Dera Ghazi Khan,30.034319,70.639676,Assassination,0,1,Lawyer,Unknown,Business,Firearms,1,
1997,7,1,Pakistan,Punjab,South Asia,Khanewal,30.292088,71.931244,Armed Assault,3,2,Market,Unknown,Private Citizens & Property,Firearms,5,1997-01-07
1997,7,20,Pakistan,Punjab,South Asia,Faisalabad,31.408822,73.083021,Armed Assault,3,4,Textile mill owner + conferees,Unknown,Business,Firearms,7,
1997,8,6,Pakistan,Punjab,South Asia,Multan,30.197843,71.467629,Bombing/Explosion,3,30,Mosque,Unknown,Religious Figures/Institutions,Explosives,33,1997-06-08
1997,9,13,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Bombing/Explosion,0,3,Photo studio,Unknown,Business,Unknown,3,
1997,9,17,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Armed Assault,6,1,vehicle of AF technician,Unknown,Military,Firearms,7,
1997,10,21,Pakistan,Punjab,South Asia,Multan,30.197843,71.467629,Armed Assault,1,4,School,Brelvi Muslims,Educational Institution,Firearms,5,
1997,10,29,Pakistan,North-West Frontier Province,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,10,32,Wedding Party,Unknown,Private Citizens & Property,Explosives,42,
1998,1,11,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Armed Assault,25,0,Shiite Civilians at Mominpura Graveyard,Lashkar-e-Jhangvi,Private Citizens & Property,Firearms,25,1998-11-01
1998,2,26,Pakistan,Punjab,South Asia,Faisalabad,31.408822,73.083021,Bombing/Explosion,4,30,A passenger train,Unknown,Transportation,Explosives,34,
1998,2,27,Pakistan,Punjab,South Asia,Gujranwala,32.156489,74.187658,Bombing/Explosion,5,16,A bus in Gujranwala,Unknown,Transportation,Explosives,21,
1998,3,9,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,6,34,"Chiltan Express Traveling from Lahore and Quetta, Pakistan",Unknown,Transportation,Explosives,40,1998-09-03
1998,3,21,Pakistan,North-West Frontier Province,South Asia,Hangu,33.443839,70.907124,Armed Assault,9,9,Private Citizens celebrating Persian New Year in a Bazaar,Sipah-e-Sahaba/Pakistan (SSP),Private Citizens & Property,Firearms,18,
1998,4,6,Pakistan,Sindh,South Asia,Khairpur,27.528896,68.759819,Bombing/Explosion,1,11,"Civilians in a market in Khairpur, Pakistan",Unknown,Private Citizens & Property,Explosives,12,1998-06-04
1998,4,22,Pakistan,Punjab,South Asia,Sialkot,32.493537,74.530343,Bombing/Explosion,0,11,"A public bus in Sialkot, Pakistan",Unknown,Transportation,Explosives,11,
1998,6,5,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,3,10,Movie Theater,Unknown,Business,Explosives,13,1998-05-06
1998,10,3,Pakistan,Punjab,South Asia,Bahawalpur,29.395681,71.676924,Bombing/Explosion,0,4,"Judge Zawar Hussain in Bahwalpur, Pakistan",Unknown,Government (General),Explosives,4,1998-03-10
1998,10,27,Pakistan,Punjab,South Asia,Sialkot,32.493537,74.530343,Bombing/Explosion,3,40,"Mosque operated by Ahle Hadith in Sialkot, Pakistan",Unknown,Religious Figures/Institutions,Explosives,43,
1999,4,21,Pakistan,Sindh,South Asia,Dadu,26.727763,67.779717,Armed Assault,1,14,A Shiite congregation leaving a service in Shahi Bazar,Unknown,Private Citizens & Property,Firearms,15,
1999,4,23,Pakistan,Sindh,South Asia,Jacobabad,28.280021,68.440408,Bombing/Explosion,0,15,Madrassah Mahmoodia religious school in Jamia Mahmoodia,Unknown,Educational Institution,Explosives,15,
1999,7,27,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Bombing/Explosion,11,25,Civilians on a bus traveling from Rawalpindi to Kashmir,Unknown,Transportation,Explosives,36,
2000,1,29,Pakistan,Punjab,South Asia,Sialkot,32.493537,74.530343,Bombing/Explosion,2,3,A bicycle repair shop in Sialkot,Unknown,Business,Explosives,5,
2000,3,28,Pakistan,Federally Administered Tribal Areas,South Asia,Torkham,34.120224,71.101242,Bombing/Explosion,7,27,"Civilians in a market in Torkham, Pakistan",Unknown,Private Citizens & Property,Explosives,34,
2000,4,5,Pakistan,Sindh,South Asia,Hyderabad,25.389288,68.357338,Bombing/Explosion,0,7,The District and Sessions Court complex in Hyderabad,Unknown,Government (General),Explosives,7,2000-05-04
2000,4,7,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Bombing/Explosion,0,4,"Tourists staying at the Maqbool Hotel in Rawalpindi, Pakistan",Unknown,Tourists,Explosives,4,2000-07-04
2000,4,26,Pakistan,Punjab,South Asia,Khanewal,30.292088,71.931244,Armed Assault,2,0,Farrukh Barjees Tahir and Mohammad Idrees,Unknown,Government (General),Firearms,2,
2000,7,16,Pakistan,Sindh,South Asia,Hyderabad,25.389288,68.357338,Bombing/Explosion,9,25,The Karachi-bound Mehran Express,Unknown,Transportation,Explosives,34,
2000,7,22,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,7,25,Civilians at Jinnah Market,Unknown,Private Citizens & Property,Explosives,32,
2000,8,3,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,2,4,Civilians in the vicinity of an auto repair shop in Quetta,Tribal Group,Private Citizens & Property,Explosives,6,2000-03-08
2000,8,13,Pakistan,Punjab,South Asia,Okara,30.807929,73.450466,Bombing/Explosion,0,0,"Civilians at a market in Okara, Pakistan",Unknown,Private Citizens & Property,Explosives,0,
2000,10,30,Pakistan,Punjab,South Asia,Khanewal,30.29997,71.932101,Armed Assault,5,10,Ahmadi worshipers in Khatiawala village in Punjab Province,Unknown,Private Citizens & Property,Firearms,15,
2000,11,2,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Bombing/Explosion,0,26,Residents of Rawalpindi,Unknown,Private Citizens & Property,Explosives,26,2000-02-11
2000,12,6,Pakistan,Azad Kashmir,South Asia,Muzaffarabad,34.35946,73.468877,Bombing/Explosion,1,15,Civilians in a busy marketplace in Muzaffarabad,Unknown,Private Citizens & Property,Explosives,16,2000-06-12
2000,12,25,Pakistan,Punjab,South Asia,Faisalabad,31.408822,73.083021,Bombing/Explosion,0,3,"Railway station in Faisalabad, Pakistan",Unknown,Transportation,Explosives,3,
2001,2,14,Pakistan,Balochistan,South Asia,Kohlu,29.673863,68.715498,Bombing/Explosion,0,0,A rural police station located in Kohlu,Tribesmen,Police,Explosives,0,
2001,3,12,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Armed Assault,7,10,Sunni mosque in Lahore,Unknown,Religious Figures/Institutions,Firearms,17,2001-12-03
2001,3,24,Pakistan,North-West Frontier Province,South Asia,Dera Ismail Khan,31.834328,70.90905,Bombing/Explosion,1,7,Sunni mosque and worshippers,Unknown,Religious Figures/Institutions,Explosives,8,
2001,4,7,Pakistan,Punjab,South Asia,Gujranwala,32.156489,74.187658,Bombing/Explosion,0,1,Railroad tracks outside Gujranwala,Unknown,Transportation,Explosives,1,2001-07-04
2001,4,23,Pakistan,Islamabad Capital Territory,South Asia,Islamabad,33.671638,73.056068,Bombing/Explosion,0,25,Vendors and customers in the vicinity of the explosion,Afghans,Business,Explosives,25,
2001,5,3,Pakistan,Azad Kashmir,South Asia,Muzaffarabad,34.35946,73.468877,Bombing/Explosion,1,14,Abshar movie theater and patrons,Unknown,Business,Explosives,15,2001-03-05
2001,6,14,Pakistan,Punjab,South Asia,Multan,30.174961,71.487732,Armed Assault,2,5,At least seven Sunni and Shiite citizens,Lashkar-e-Jhangvi,Private Citizens & Property,Firearms,7,
2001,7,20,Pakistan,North-West Frontier Province,South Asia,Kabal,34.79216,72.284279,Bombing/Explosion,0,0,Offices of Ariana Afghan Airlines,Unknown,Airports & Aircraft,Explosives,0,
